Country,Country.code,Region,GEO,Area,Decline,Population (2018),Land Area (KM2),Area (km2),Density (2018),Prop_sixtyfive,ForeignBornPopulation,Note,Unemploy rate,Note,RU_Class,Altitude,Proximity_Capital,Proximity_UrbanArea (> 1mil),Proximity_UrbanArea (km),Coast,Proximity_Coast,Proximity_Coast(km)
Germany,DE,W,DE276,"Augsburg, Landkreis",0,249838,1070,1071,221.364486,19.11255594,6.170560757,,3.4,NUTS 2 level,1,120.862069,222.1615902,34911.55895,34.91155895,0,218700.8415,218.7008415
Germany,DE,W,DE278,Günzburg,0,124519,757,762,158.9220608,18.99927744,8.413937769,,3.4,NUTS 2 level,3,120.7075718,210.1686542,58187.2644,58.1872644,0,238779.5144,238.7795144
Germany,DE,W,DE11D,Ostalbkreis,1,312422,1510,1511,203.115894,19.05555207,7.71869136,,3.7,NUTS 2 level,2,120.6864295,214.950832,93785.61518,93.78561518,0,291249.0415,291.2490415
Germany,DE,W,DE217,Dachau,0,152703,578,579,239.0484429,17.40609394,11.58653812,,2.8,NUTS 2 level,2,120.164076,261.1983798,0,0,0,199324.6653,199.3246653
Germany,DE,W,DE237,Neustadt an der Waldnaab,1,94486,1422,1428,67.88748242,19.29892892,2.844090162,,3.4,NUTS 2 level,3,120.0174703,130.8115805,151102.6117,151.1026117,0,319245.9399,319.2459399
Germany,DE,W,DE246,"Bayreuth, Landkreis",1,103805,1274,1274,82.83594976,20.15578066,2.190502438,,4.2,NUTS 2 level,2,119.7692308,166.8597745,151975.5012,151.9755012,0,338690.5833,338.6905833
Germany,DE,W,DE271,"Augsburg, Kreisfreie Stadt",0,292851,147,147,1818.707483,20.45371236,16.89111439,,3.4,NUTS 2 level,1,119.7482993,243.6680066,33476.44597,33.47644597,0,225966.5065,225.9665065
Germany,DE,W,DE24A,Kronach,1,67474,651,652,107.7557604,21.71440124,2.47417348,,4.2,NUTS 2 level,3,119.4510703,239.6766289,212968.1709,212.9681709,0,317721.4952,317.7214952
Germany,DE,W,DE236,Neumarkt in der Oberpfalz,0,132644,1344,1344,94.11383929,17.95010666,4.219462547,,3.4,NUTS 2 level,3,119.2869888,189.7622298,78557.35937,78.55735937,0,270419.4449,270.4194449
Germany,DE,W,DE25C,Weißenburg-Gunzenhausen,1,94208,956,971,96.82845188,20.51981602,4.994467467,,4,NUTS 2 level,3,119.0207684,280.3008506,78711.9646,78.7119646,0,280181.1892,280.1811892
Germany,DE,W,DE21A,Erding,0,136884,870,871,144.1126437,15.59045447,7.018693359,,2.8,NUTS 2 level,3,119.0196078,232.3594459,6453.021929,6.453021929,0,174650.6951,174.6506951
Germany,DE,W,DE275,Aichach-Friedberg,0,132596,778,780,162.1632391,18.17965648,5.113636364,,3.4,NUTS 2 level,2,118.9443726,246.7288627,21445.05909,21.44505909,0,214353.2398,214.3532398
Germany,DE,W,DEB24,Vulkaneifel,1,60705,911,912,68.22722283,23.68332626,3.854842117,,4.1,NUTS 2 level,3,118.9059081,27.33698315,53645.02507,53.64502507,0,148166.6063,148.1666063
Germany,DE,W,DE147,Bodenseekreis,0,214655,446,665,455.3609865,20.86798529,9.820865304,,3.1,NUTS 2 level,2,118.2179342,108.8769247,23200.9092,23.2009092,0,248874.854,248.874854
Germany,DE,W,DE21G,Mühldorf am Inn,0,114486,801,805,132.7927591,20.50516863,6.720784997,,2.8,NUTS 2 level,3,117.7100372,214.4304265,23242.98342,23.24298342,0,164527.9628,164.5279628
Germany,DE,W,DEG0F,Ilm-Kreis,1,108830,843,844,131.341637,20.70194887,2.146456621,,7.6,NUTS 2 level,3,117.6524318,215.5508858,161222.8566,161.2228566,0,281280.814,281.280814
Germany,DE,W,DE21B,Freising,0,177997,797,800,203.6838143,16.55594005,11.53916411,,2.8,NUTS 2 level,2,117.5250627,230.6956268,4579.352243,4.579352243,0,196669.8601,196.6698601
Germany,DE,W,DE112,Böblingen,0,389548,618,618,588.1877023,19.44126547,14.57067755,,3.7,NUTS 2 level,1,117.1426256,156.301981,90663.62587,90.66362587,0,346314.7638,346.3147638
Germany,DE,W,DE234,Amberg-Sulzbach,1,102836,1255,1256,82.92430279,19.38983377,2.717260152,,3.4,NUTS 2 level,2,117.0954654,163.0279889,112227.6315,112.2276315,0,291771.5736,291.7715736
Germany,DE,W,DE219,Eichstätt,0,131646,1211,1214,101.8538398,16.80084316,4.915255605,,2.8,NUTS 2 level,2,117.090535,220.3080721,53932.69015,53.93269015,0,249583.1253,249.5831253
Germany,DE,W,DE27D,Donau-Ries,0,133043,1268,1275,100.8675079,18.80218921,4.469360984,,3.4,NUTS 2 level,3,117.0630915,254.0965535,53719.45259,53.71945259,0,254518.8814,254.5188814
Germany,DE,W,DEG0K,Saale-Orla-Kreis,1,81501,1135,1151,75.90396476,22.80463855,1.130672422,,7.6,NUTS 2 level,3,116.8627281,197.3069126,197306.9126,197.3069126,0,273335.8802,273.3358802
Germany,DE,W,DE213,"Rosenheim, Kreisfreie Stadt",0,63080,37,37,1603.405405,19.98889917,16.7593168,,2.8,NUTS 2 level,2,116.8611111,243.5505386,37811.36842,37.81136842,0,138129.3562,138.1293562
Germany,DE,W,DE251,"Ansbach, Kreisfreie Stadt",0,41652,100,100,395.48,21.62941236,7.373737374,,4,NUTS 2 level,3,116.5151515,297.031957,126606.1921,126.6061921,0,328035.1289,328.0351289
Germany,DE,W,DE227,"Landshut, Landkreis",0,157239,1343,1348,109.5040953,21.49255146,4.700253117,,2.8,NUTS 2 level,3,116.5040831,199.4733863,35273.73314,35.27373314,0,188798.6824,188.7986824
Germany,DE,W,DEG0B,Schmalkalden-Meiningen,1,122952,1210,1211,105.9677686,21.53187067,1.176776184,,7.6,NUTS 2 level,2,116.3819387,248.1387379,151255.2537,151.2552537,0,278071.5339,278.0715339
Germany,DE,W,DE277,Dillingen an der Donau,0,95159,780,792,119.8769231,18.16606776,5.45745183,,3.4,NUTS 2 level,3,116.292249,229.6267764,57146.42347,57.14642347,0,254282.5424,254.2825424
Germany,DE,W,DE239,Schwandorf,0,146487,1447,1465,98.45335176,21.50672616,2.505083082,,3.4,NUTS 2 level,3,116.0674931,129.9160075,107322.2539,107.3222539,0,280569.6302,280.5696302
Germany,DE,W,DEA5A,Siegen-Wittgenstein,1,277977,1131,1133,245.1644562,20.19286877,7.664710546,,7.1,NUTS 2 level,2,115.7104796,145.2885816,46832.98772,46.83298772,0,208162.704,208.162704
Germany,DE,W,DE256,"Ansbach, Landkreis",0,183256,1971,1971,90.60121766,18.76746465,4.194949008,,4,NUTS 2 level,3,115.5963396,267.4288438,105253.576,105.253576,0,306270.47,306.27047
Germany,DE,W,DE142,"Tübingen, Landkreis",0,225755,518,519,409.4073359,19.0678413,10.71146617,,3.1,NUTS 2 level,2,115.4174757,146.3227282,79843.71834,79.84371834,0,332373.9036,332.3739036
Germany,DE,W,DEB15,Birkenfeld,1,80728,776,777,107.0296392,22.67653964,5.062983613,,4.4,NUTS 2 level,3,115.2041078,38.12692606,104682.805,104.682805,0,206039.4497,206.0394497
Germany,DE,W,DE233,"Weiden in der Oberpfalz, Kreisfreie Stadt",1,42543,71,71,587.8309859,22.5104907,6.35213495,,3.4,NUTS 2 level,3,115.115942,149.2240731,158642.4736,158.6424736,0,333317.0797,333.3170797
Germany,DE,W,DEG0E,Hildburghausen,1,63923,936,938,71.26175214,21.48668817,1.021103822,,7.6,NUTS 2 level,3,114.8859275,251.5233515,183061.7256,183.0617256,0,309846.0014,309.8460014
Germany,DE,W,DE22A,Rottal-Inn,0,120371,1275,1281,91.55372549,19.13546211,4.954257204,,2.8,NUTS 2 level,3,114.6162246,178.49435,64798.14116,64.79814116,0,173971.3344,173.9713344
Germany,DE,W,DE214,Altötting,0,110338,563,569,188.1882771,20.71543181,6.403866769,,2.8,NUTS 2 level,2,114.5516014,212.6224964,61028.29038,61.02829038,0,155669.3057,155.6693057
Germany,DE,W,DE24B,Kulmbach,1,72012,658,658,112.8525836,22.00459023,2.617012617,,4.2,NUTS 2 level,3,114.5075988,181.4711433,187781.7606,187.7817606,0,331718.3664,331.7183664
Germany,DE,W,DE11A,Schwäbisch Hall,0,194203,1484,1484,125.583558,20.98334159,6.459364792,,3.7,NUTS 2 level,3,114.4044564,233.3695945,126927.4498,126.9274498,0,326490.866,326.490866
Germany,DE,W,DE21J,Pfaffenhofen an der Ilm,0,126244,754,761,153.8819629,20.76377983,6.371555829,,2.8,NUTS 2 level,2,114.2539683,229.8069492,18708.09721,18.70809721,0,219039.7754,219.0397754
Germany,DE,W,DEA57,Hochsauerlandkreis,1,261591,1955,1960,136.714578,22.2020149,6.022647144,,7.1,NUTS 2 level,2,113.9034908,175.0753705,63770.07786,63.77007786,0,159767.6416,159.7676416
Germany,DE,W,DE228,"Passau, Landkreis",0,190504,1516,1530,121.5468338,21.67793371,3.720784042,,2.8,NUTS 2 level,3,113.4990151,142.0897442,104184.7636,104.1847636,0,185705.6189,185.7056189
Germany,DE,W,DE259,Nürnberger Land,0,169752,799,800,205.3128911,20.97477951,5.683237952,,4,NUTS 2 level,2,113.3932161,196.0111006,117934.1161,117.9341161,0,313821.599,313.821599
Germany,DE,W,DEG0I,Saalfeld-Rudolstadt,1,107368,1029,1036,110.4353741,23.87436014,1.075029985,,7.6,NUTS 2 level,2,113.1836735,211.6452484,180794.1771,180.7941771,0,290853.7967,290.8537967
Germany,DE,W,DE226,Kelheim,0,121119,1059,1065,106.2889518,22.71677413,6.200139587,,2.8,NUTS 2 level,3,113.1149533,198.5010216,42551.36062,42.55136062,0,224655.6213,224.6556213
Germany,DE,W,DE221,"Landshut, Kreisfreie Stadt",0,71193,66,66,959.1060606,17.94142912,10.81568835,,2.8,NUTS 2 level,3,112.4393939,212.6515431,42510.97875,42.51097875,0,212306.171,212.306171
Germany,DE,W,DE231,"Amberg, Kreisfreie Stadt",1,42248,50,50,840.68,22.19631727,6.08040201,,3.4,NUTS 2 level,2,112.4285714,180.8309948,131747.0864,131.7470864,0,314948.563,314.948563
Germany,DE,W,DEA59,Olpe,1,134808,704,712,194.1335227,19.30838275,7.03225996,,7.1,NUTS 2 level,2,112.3165969,146.35676,41258.53054,41.25853054,0,187006.4975,187.0064975
Germany,DE,W,DE22B,Straubing-Bogen,0,99838,1188,1202,80.64646465,21.38526382,3.004992719,,2.8,NUTS 2 level,3,112.2749169,146.4148545,70296.46822,70.29646822,0,230636.9101,230.6369101
Germany,DE,W,DE238,"Regensburg, Landkreis",0,192200,1380,1392,131.8949275,18.49332288,4.234525909,,3.4,NUTS 2 level,2,112.2007194,167.8881768,69250.50699,69.25050699,0,240151.4269,240.1514269
Germany,DE,W,DE21I,Neuburg-Schrobenhausen,0,96164,732,740,123.5969945,19.65943192,6.298572104,,2.8,NUTS 2 level,3,112.0134048,251.2484044,29370.02653,29.37002653,0,230880.5277,230.8805277
Germany,DE,W,DE25B,Roth,0,126101,891,895,138.4130191,19.02440819,4.611760884,,4,NUTS 2 level,2,111.7289823,231.1490502,84391.24586,84.39124586,0,282350.2222,282.3502222
Germany,DE,W,DE732,Fulda,0,221783,1380,1380,156.9094203,23.19197679,4.659056704,,4.4,NUTS 2 level,2,111.7110789,220.1457854,146997.7042,146.9977042,0,266248.4175,266.2484175
Germany,DE,W,DE22C,Dingolfing-Landau,0,95831,872,878,103.2740826,18.22663928,5.084633476,,2.8,NUTS 2 level,3,111.3382353,171.5806829,65040.24022,65.04024022,0,204207.5549,204.2075549
Germany,DE,W,DEB23,Eifelkreis Bitburg-Prüm,0,98213,1626,1627,58.98646986,19.85987155,6.657893912,,4.1,NUTS 2 level,3,111.0636195,0,66795.76569,66.79576569,0,134376.9751,134.3769751
Germany,DE,W,DE113,Esslingen,0,532447,641,641,783.8720749,19.93921928,13.65907466,,3.7,NUTS 2 level,1,110.24375,178.2861196,104915.9879,104.9159879,0,317183.5108,317.1835108
Germany,DE,W,DE224,Deggendorf,0,118741,850,861,134.6,18.66620051,4.772865987,,2.8,NUTS 2 level,3,110.0198598,145.7603362,100804.3167,100.8043167,0,217924.3638,217.9243638
Germany,DE,W,DEB19,Rhein-Hunsrück-Kreis,1,102938,960,964,106.4010417,20.89798723,4.833774437,,4.4,NUTS 2 level,3,110.0170854,50.15496175,70700.45508,70.70045508,0,212670.6482,212.6706482
Germany,DE,W,DE242,"Bayreuth, Kreisfreie Stadt",0,73999,67,67,1057.641791,21.01267252,8.395821046,,4.2,NUTS 2 level,2,109.6811594,183.9235309,182508.2106,182.5082106,0,357719.2477,357.7192477
Germany,DE,W,DE248,Forchheim,0,115681,642,643,175.6433022,20.51188478,4.270440586,,4.2,NUTS 2 level,2,109.6500778,207.370831,150812.3392,150.8123392,0,346310.1346,346.3101346
Germany,DE,W,Dec-06,St. Wendel,1,87867,474,476,190.7869198,24.28487985,7.872085624,NUTS 2,5.9,NUTS 2 level,2,109.4432773,29.74386191,132473.9531,132.4739531,0,197487.1672,197.4871672
Germany,DE,W,DE266,Rhön-Grabfeld,1,79796,1022,1022,79.3297456,19.7094793,2.199604817,,3.5,NUTS 2 level,3,107.8521401,286.8680098,176758.4739,176.7584739,0,299505.745,299.505745
Germany,DE,W,DE129,"Pforzheim, Stadtkreis",0,124289,98,98,1165.897959,17.16927956,19.45213565,,4.2,NUTS 2 level,2,107.1666667,185.0991033,125395.7059,125.3957059,0,342895.8769,342.8958769
Germany,DE,W,DE116,Rems-Murr-Kreis,0,424878,858,858,474.1328671,21.87269223,12.59904212,,3.7,NUTS 2 level,1,107.1592506,200.4141777,128715.3839,128.7153839,0,329934.3833,329.9343833
Germany,DE,W,DE725,Vogelsbergkreis,1,106451,1458,1459,74.68792867,20.24708513,3.491860659,,5.1,NUTS 2 level,3,107.0588235,195.2272779,147751.6984,147.7516984,0,254037.2416,254.0372416
Germany,DE,W,DEB37,"Pirmasens, Kreisfreie Stadt",1,40632,61,61,672.3442623,21.4663048,5.514696839,,5.2,NUTS 2 level,3,106.8225806,87.7845863,181100.2492,181.1002492,0,255092.5872,255.0925872
Germany,DE,W,DE211,"Ingolstadt, Kreisfreie Stadt",0,135244,130,133,957.4076923,23.33522999,13.21266538,,2.8,NUTS 2 level,2,106.6277372,243.2310248,49172.81755,49.17281755,0,248483.7606,248.4837606
Germany,DE,W,DE222,"Passau, Kreisfreie Stadt",0,51781,65,70,748.7230769,16.7758544,10.80969911,,2.8,NUTS 2 level,3,106.3970588,161.1903722,161190.3722,161.1903722,0,215896.7202,215.8967202
Germany,DE,W,DE736,Waldeck-Frankenberg,1,157256,1834,1848,86.97273719,22.3312686,4.767713798,,4.4,NUTS 2 level,3,106.3179848,189.3297459,79021.30747,79.02130747,0,177738.7523,177.7387523
Germany,DE,W,DE232,"Regensburg, Kreisfreie Stadt",0,150894,79,81,1711.873418,20.00415509,11.42630838,,3.4,NUTS 2 level,2,106.0519481,186.3665172,88880.18681,88.88018681,0,262189.8014,262.1898014
Germany,DE,W,DED41,"Chemnitz, Kreisfreie Stadt",1,246855,221,221,1088.285068,26.97506559,3.367797026,,8.8,NUTS 2 level,2,105.8928571,113.301138,113301.138,113.301138,0,222338.3184,222.3383184
Germany,DE,W,DE24C,Lichtenfels,1,66777,517,520,130.2920696,22.13945529,2.981634322,,4.2,NUTS 2 level,3,105.7714844,276.8966996,194546.9099,194.5469099,0,352817.1369,352.8171369
Germany,DE,W,DEG0C,Gotha,1,135521,932,936,146.6909871,26.35313543,1.496477579,,7.6,NUTS 2 level,3,105.7702991,211.3485088,134808.9922,134.8089922,0,256249.4286,256.2494286
Germany,DE,W,DEB1B,Westerwaldkreis,1,201039,986,989,203.3995943,21.55080688,6.002774286,,4.4,NUTS 2 level,3,105.4462312,102.553043,41779.56276,41.77956276,0,213873.9973,213.8739973
Germany,DE,W,DE258,"Fürth, Landkreis",0,116193,307,307,366.4592834,18.68541906,4.742227991,,4,NUTS 2 level,1,105.4440789,242.920192,130340.3886,130.3403886,0,330652.9986,330.6529986
Germany,DE,W,DE25A,Neustadt an der Aisch-Bad Windsheim,0,99641,1267,1267,77.0047356,22.86591426,3.357328903,,4,NUTS 2 level,3,105.3675889,298.5214522,144347.3229,144.3473229,0,345615.7078,345.6157078
Germany,DE,W,DE255,"Schwabach, Kreisfreie Stadt",0,40781,41,41,935.5853659,23.60845727,8.391608392,,4,NUTS 2 level,1,105.075,242.1232477,121423.8419,121.4238419,0,321192.6833,321.1926833
Germany,DE,W,DEA28,Euskirchen,0,192127,1244,1249,151.255627,19.67506723,4.560146112,,6,NUTS 2 level,2,104.9048,27.08592691,7397.823296,7.397823296,0,135255.2388,135.2552388
Germany,DE,W,DE265,Bad Kissingen,1,103265,1137,1137,91.63060686,22.27309376,2.639576279,,3.5,NUTS 2 level,3,104.9007972,226.5932798,189633.1813,189.6331813,0,307263.4309,307.2634309
Germany,DE,W,DE247,"Coburg, Landkreis",1,86885,590,590,148.8932203,21.09690712,2.907189602,,4.2,NUTS 2 level,2,104.6677909,264.9797549,209849.8644,209.8498644,0,336100.5433,336.1005433
Germany,DE,W,DE243,"Coburg, Kreisfreie Stadt",1,41236,48,48,857.1458333,22.98082298,7.013734722,,4.2,NUTS 2 level,2,104.0612245,276.281234,222752.8284,222.7528284,0,347858.4377,347.8584377
Germany,DE,W,DED45,Zwickau,1,319988,949,950,360.3076923,22.29930624,1.351671662,,8.8,NUTS 2 level,2,103.9968354,166.175142,166175.142,166.175142,0,229171.3869,229.1713869
Germany,DE,W,DED2F,Sächsische Schweiz-Osterzgebirge,1,245418,1645,1654,153.3787234,23.19667236,1.276621663,,8.6,NUTS 2 level,1,103.9836661,73.78266343,73782.66343,73.78266343,0,177907.6183,177.9076183
Germany,DE,W,DEG0L,Greiz,1,99275,842,846,125.8824228,18.90999731,0.819421045,,7.6,NUTS 2 level,2,103.8841608,170.2744705,170274.4705,170.2744705,0,244768.681,244.768681
Germany,DE,W,DE245,"Bamberg, Landkreis",0,146584,1161,1168,123.6830319,17.02832948,2.176060551,,4.2,NUTS 2 level,2,103.6479113,213.4176362,171478.1034,171.4781034,0,367983.9016,367.9839016
Germany,DE,W,DE111,"Stuttgart, Stadtkreis",0,632743,206,207,2834.31068,17.70102705,21.65511874,,3.7,NUTS 2 level,1,103.5666667,186.5643126,117808.6749,117.8086749,0,347271.7485,347.2717485
Germany,DE,W,DEG06,Eichsfeld,1,100645,943,943,108.7539767,20.42123738,0.908680549,,7.6,NUTS 2 level,3,103.4212766,201.4893684,76917.27792,76.91727792,0,200958.0189,200.9580189
Germany,DE,W,DE127,Neckar-Odenwald-Kreis,1,143376,1123,1126,127.5957257,17.6606921,6.04345842,,4.2,NUTS 2 level,3,103.3526269,242.1611187,178914.3277,178.9143277,0,346722.2289,346.7222289
Germany,DE,W,DEG0P,Wartburgkreis,1,123764,1306,1307,98.89892802,19.39087999,0.928925491,,7.6,NUTS 2 level,3,103.0298851,227.9031339,113752.4115,113.7524115,0,239790.3624,239.7903624
Germany,DE,W,DE223,"Straubing, Kreisfreie Stadt",0,47586,65,68,682.5692308,21.79645922,7.907351821,,2.8,NUTS 2 level,3,102.2463768,167.9958258,94209.29112,94.20929112,0,244635.0815,244.6350815
Germany,DE,W,DE119,Hohenlohekreis,0,111392,777,777,138.041184,24.23820634,6.14738806,,3.7,NUTS 2 level,3,102.2295918,236.2798998,165969.1333,165.9691333,0,360160.1568,360.1601568
Germany,DE,W,DEB25,Trier-Saarburg,0,148532,1093,1102,130.1271729,18.12555511,6.167979003,,4.1,NUTS 2 level,2,102.1814038,0,103899.4752,103.8994752,0,162407.705,162.407705
Germany,DE,W,DE71B,Odenwaldkreis,1,96597,624,624,155.4679487,26.44085532,10.30944878,,4.7,NUTS 2 level,3,102.0516129,162.8567586,198686.7342,198.6867342,0,328594.9397,328.5949397
Germany,DE,W,DEB3K,Südwestpfalz,1,95474,954,954,103.5,20.84067246,2.501836585,,5.2,NUTS 2 level,3,101.8984293,74.96823603,164468.5261,164.4685261,0,240745.4591,240.7454591
Germany,DE,W,DE718,Hochtaunuskreis,0,235995,482,482,468.9605809,20.91313506,12.73153452,,4.7,NUTS 2 level,1,101.8285124,137.6277313,100459.0152,100.4590152,0,269390.3945,269.3903945
Germany,DE,W,DE133,Emmendingen,0,164712,677,680,230.8862629,19.18943126,6.517869107,,3,NUTS 2 level,2,101.7647059,81.70782466,50578.1124,50.5781124,0,320516.6438,320.5166438
Germany,DE,W,DE11B,Main-Tauber-Kreis,1,132189,1303,1304,100.3561013,20.25138024,4.643067982,,3.7,NUTS 2 level,3,101.641163,272.058602,160409.5188,160.4095188,0,361026.0057,361.0260057
Germany,DE,W,DEA58,Märkischer Kreis,1,413383,1057,1061,402.1296121,18.48919465,10.72089424,,7.1,NUTS 2 level,1,101.5527307,143.1562763,30480.76493,30.48076493,0,157220.4558,157.2204558
Germany,DE,W,DE254,"Nürnberg, Kreisfreie Stadt",0,515201,185,186,2620.135135,23.58318894,18.24724283,,4,NUTS 2 level,1,101.4814815,225.5139152,124662.2006,124.6622006,0,323893.4107,323.8934107
Germany,DE,W,DE12B,Enzkreis,0,198369,574,574,333.5766551,19.84196205,9.652096249,,4.2,NUTS 2 level,2,101.201049,175.8753494,120586.9776,120.5869776,0,335039.2603,335.0392603
Germany,DE,W,DED43,Mittelsachsen,1,308153,2113,2117,155.3913867,21.2333605,1.295686461,,8.8,NUTS 2 level,2,101.1904084,77.769685,77769.685,77.769685,0,182124.7587,182.1247587
Germany,DE,W,DE257,Erlangen-Höchstadt,0,135334,558,565,233.1738351,18.2313563,6.081975112,,4,NUTS 2 level,1,100.4733096,218.8831642,138360.4017,138.3604017,0,335501.7145,335.5017145
Germany,DE,W,DE733,Hersfeld-Rotenburg,1,121101,1097,1097,110.2433911,22.01794732,3.861694376,,4.4,NUTS 2 level,3,100.347032,233.2016083,116580.8126,116.5808126,0,236113.5996,236.1135996
Germany,DE,W,DE267,Haßberge,1,84464,951,956,89.07781283,25.17464118,2.116295595,,3.5,NUTS 2 level,3,100.2149631,292.1156371,190311.7209,190.3117209,0,343766.1689,343.7661689
Germany,DE,W,DE916,Goslar,1,137563,959,967,146.5140772,26.9772501,5.05749597,,6.3,NUTS 2 level,2,100.0568769,174.4124975,31709.07479,31.70907479,0,149611.9252,149.6119252
Germany,DE,W,DEB3F,"Kaiserslautern, Landkreis",1,105649,640,640,165.0953125,20.09913722,4.949957106,,5.2,NUTS 2 level,2,99.94585987,72.95333511,144182.1889,144.1821889,0,239660.1832,239.6601832
Germany,DE,W,Dec-03,Neunkirchen,1,133297,250,250,543.324,21.98511808,7.872085624,NUTS 2,5.9,NUTS 2 level,2,99.72244898,40.15249274,154908.0947,154.9080947,0,206475.2541,206.4752541
Germany,DE,W,DEB22,Bernkastel-Wittlich,1,112134,1158,1168,97.08462867,21.00708034,5.184848809,,4.1,NUTS 2 level,3,99.7025641,16.09766202,78769.73237,78.76973237,0,175501.3616,175.5013616
Germany,DE,W,DE71D,Rheingau-Taunus-Kreis,0,186602,800,811,225.56,20.0220405,8.736551694,,4.7,NUTS 2 level,2,99.68362283,93.48537878,90811.64901,90.81164901,0,249675.0429,249.6750429
Germany,DE,W,DE253,"Fürth, Kreisfreie Stadt",0,126526,63,63,1824.952381,20.78350146,14.93655693,,4,NUTS 2 level,1,99.25396825,239.4549234,137343.1201,137.3431201,0,336792.9093,336.7929093
Germany,DE,W,DEB16,Cochem-Zell,1,61662,710,720,90.63380282,,3.686022852,,4.4,NUTS 2 level,3,99.1380814,44.64099575,61094.63886,61.09463886,0,191315.8865,191.3158865
Germany,DE,W,DE722,Lahn-Dill-Kreis,1,254164,1065,1067,238.4676056,24.23082182,7.741034959,,5.1,NUTS 2 level,2,98.95296331,144.6147237,68697.11516,68.69711516,0,232231.479,232.231479
Germany,DE,W,DEB3G,Kusel,1,70764,574,574,127.5243902,21.71243115,3.324684645,,5.2,NUTS 2 level,3,98.87804878,58.30520047,128489.8688,128.4898688,0,226166.6721,226.1666721
Germany,DE,W,DEB12,Ahrweiler,1,128914,780,787,161.8474359,22.88717612,7.098792388,,4.4,NUTS 2 level,2,97.98980892,51.46934082,21960.07127,21.96007127,0,163765.6718,163.7656718
Germany,DE,W,Dec-02,Merzig-Wadern,1,103656,554,557,187.4187726,21.45783337,7.872085624,NUTS 2,5.9,NUTS 2 level,2,97.94254937,0,135897.3202,135.8973202,0,164064.0797,164.0640797
Germany,DE,W,DEB32,"Kaiserslautern, Kreisfreie Stadt",1,99684,140,140,688.8,23.21080095,10.24205109,,5.2,NUTS 2 level,2,97.86111111,86.65454249,155180.0657,155.1800657,0,254137.6972,254.1376972
Germany,DE,W,DE737,Werra-Meißner-Kreis,1,101101,1022,1025,100.2681018,20.41094115,3.450408963,,4.4,NUTS 2 level,3,97.51078431,239.5501518,80462.72818,80.46272818,0,203919.6745,203.9196745
Germany,DE,W,DE131,"Freiburg im Breisgau, Stadtkreis",0,229636,153,153,1367.477124,16.41057493,13.35642335,,3,NUTS 2 level,2,97.27631579,66.58389253,53745.06358,53.74506358,0,337868.6076,337.8686076
Germany,DE,W,DE252,"Erlangen, Kreisfreie Stadt",0,110998,76,77,1362.526316,18.37627472,14.20258455,,4,NUTS 2 level,1,96.875,234.9102399,147231.7116,147.2317116,0,345787.1176,345.7871176
Germany,DE,W,DEB3D,Donnersbergkreis,1,75102,645,645,118.1395349,19.2007874,5.308485664,,5.2,NUTS 2 level,3,96.64551084,85.76211498,128295.2311,128.2952311,0,252906.2184,252.9062184
Germany,DE,W,DEB13,Altenkirchen (Westerwald),1,128791,642,642,204.194704,20.70209698,5.067635155,,4.4,NUTS 2 level,3,96.52018634,107.1322443,26209.2972,26.2092972,0,196642.8381,196.6428381
Germany,DE,W,DEB3A,"Zweibrücken, Kreisfreie Stadt",1,34270,71,71,483.1830986,20.84118287,5.44480548,,5.2,NUTS 2 level,2,96.49295775,71.32630574,170046.5318,170.0465318,0,238920.7949,238.9207949
Germany,DE,W,DE26C,"Würzburg, Landkreis",0,161340,967,968,163.524302,20.1674937,3.5325812,,3.5,NUTS 2 level,2,96.3509865,291.8734205,174917.3512,174.9173512,0,361782.6533,361.7826533
Germany,DE,W,DEG0N,"Eisenach, Kreisfreie Stadt",1,42710,104,104,401.7115385,25.32912059,2.6134075,,7.6,NUTS 2 level,3,95.83495146,242.0745083,127932.8911,127.9328911,0,255050.4925,255.0504925
Germany,DE,W,DEA2A,Oberbergischer Kreis,1,272968,910,919,300.5681319,21.01078321,7.229504163,,6,NUTS 2 level,2,95.66885246,121.8117516,8883.985886,8.883985886,0,174148.9456,174.1489456
Germany,DE,W,Dec-05,Saarpfalz-Kreis,1,143402,418,418,348.5382775,21.99108619,7.872085624,NUTS 2,5.9,NUTS 2 level,1,95.24465558,54.57276043,159015.7325,159.0157325,0,222354.9971,222.3549971
Germany,DE,W,DE26A,Main-Spessart,1,126523,1313,1321,97.25437928,20.06404373,4.330182299,,3.5,NUTS 2 level,3,95.08433735,206.364655,210100.4866,210.1004866,0,323105.6911,323.1056911
Germany,DE,W,DEG05,"Weimar, Kreisfreie Stadt",0,64426,84,84,747.8095238,20.13476021,4.722831791,,7.6,NUTS 2 level,2,94.89534884,194.6981599,162285.3101,162.2853101,0,271331.4273,271.3314273
Germany,DE,W,DEG0G,Weimarer Land,1,82131,804,804,103.0310945,21.34488029,1.338863421,,7.6,NUTS 2 level,2,94.69135802,174.3846781,153936.4138,153.9364138,0,254672.699,254.672699
Germany,DE,W,DE724,Marburg-Biedenkopf,1,246165,1262,1263,191.6568938,26.30669982,7.684187868,,5.1,NUTS 2 level,2,94.481364,170.7443942,83924.81513,83.92481513,0,228249.1342,228.2491342
