Country,Country.code,Region,GEO,Area,Decline,Population (2018),Land Area (KM2),Area (km2),Density (2018),Prop_sixtyfive,ForeignBornPopulation,Note,Unemploy rate,Note,RU_Class,Altitude,Proximity_Capital,Proximity_UrbanArea (> 1mil),Proximity_UrbanArea (km),Coast,Proximity_Coast,Proximity_Coast(km)
Italy,IT,S,ITC49,Lodi,0,229765,766,783,291.0234987,24.80191025,9.55,NUTS 2 Scale-up,5.7,NUTS 2 level,2,17.7234315,148.2344671,0,0,0,56426.07471,56.42607471
Italy,IT,S,ITH43,Gorizia,0,139439,382,467,367.7041885,27.22810697,7.84,NUTS 2 Scale-up,5.2,NUTS 2 level,1,15.87223587,35.21658943,212969.2827,212.9692827,1,0,0
Italy,IT,S,ITC4A,Cremona,0,358512,1744,1770,204.8658257,19.11004576,9.55,NUTS 2 Scale-up,5.7,NUTS 2 level,2,14.643982,148.9307274,0,0,0,45862.10032,45.86210032
Italy,IT,S,ITC4B,Mantova,0,411762,2268,2341,179.7014991,23.18584956,9.55,NUTS 2 Scale-up,5.7,NUTS 2 level,3,8.030888031,206.974213,41582.93696,41.58293696,0,0,0
Italy,IT,S,ITH36,Padova,0,936740,2102,2144,437.3920076,19.85146803,9.17,NUTS 2 Scale-up,4.9,NUTS 2 level,2,7.124118477,159.1057594,96150.00027,96.15000027,1,0,0
Italy,IT,S,ITH37,Rovigo,1,236400,1578,1819,153.913815,19.94274637,9.17,NUTS 2 Scale-up,4.9,NUTS 2 level,3,1.985680191,160.2839047,73533.54173,73.53354173,1,0,0
Italy,IT,S,ITH56,Ferrara,0,346975,2437,2635,145.3729996,23.0485718,10.12,NUTS 2 Scale-up,5.2,NUTS 2 level,2,1.980273141,176.9580518,45496.49634,45.49649634,1,0,0
Italy,IT,S,ITH35,Venezia,0,853552,1929,2473,438.6661483,20.83987635,9.17,NUTS 2 Scale-up,4.9,NUTS 2 level,1,1.820512821,82.57334159,106607.5877,106.6075877,1,0,0
Liechtenstein,LI,S,LI000,Liechtenstein,0,38114,158,160,228.7911392,21.68549984,34.6,,,NUTS 2 level,1,152.1158537,84.5155878,40538.12966,40.53812966,0,222603.7219,222.6037219
Lithuania,LT,C,LT011,Vilniaus apskritis,1,805367,9422,9730,86.12980259,21.20044305,9.972815994,,14.3,,1,53.19804124,0,115866.3478,115.8663478,0,101144.2483,101.1442483
Lithuania,LT,C,LT029,Utenos apskritis,1,129639,6653,7191,22.93356381,16.91875172,11.01286808,,23.8,,2,52.08138564,0,154469.9974,154.4699974,0,90685.20402,90.68520402
Lithuania,LT,C,LT021,Alytaus apskritis,1,138095,5171,5418,30.63295301,13.89250048,3.455117072,,16.9,,2,45.84841211,0,171475.6464,171.4756464,0,34631.46449,34.63146449
Lithuania,LT,C,LT028,Telsiu apskritis,1,134139,4215,4349,36.20260973,18.74835989,2.957692763,,19.3,,2,44.3021649,102.8661401,363411.0742,363.4110742,0,0,0
Lithuania,LT,C,LT026,Siauliu apskritis,1,265467,8340,8537,36.3441247,20.08583896,3.353155267,,17.3,,2,36.36603152,36.71271915,373252.6524,373.2526524,0,0,0
Lithuania,LT,C,LT024,Marijampoles apskritis,1,141287,4361,4465,37.19445081,17.08763789,2.509140174,,13.9,,3,33.87696453,39.00968743,249919.1323,249.9191323,0,0,0
Lithuania,LT,C,LT022,Kauno apskritis,1,563112,7827,8086,77.96409863,19.89356262,3.51617209,,13.3,,2,31.85710748,0,205499.0462,205.4990462,0,29775.83785,29.77583785
Lithuania,LT,C,LT027,Taurages apskritis,1,95817,4295,4408,25.73015134,18.64702583,2.276051936,,11.3,,3,26.63031129,57.58096075,303274.6096,303.2746096,0,0,0
Lithuania,LT,C,LT025,Panevezio apskritis,1,218726,7682,7878,32.72598282,18.53641996,2.982946603,,20.6,,2,26.62074678,0,231115.1447,231.1151447,0,12909.08566,12.90908566
Lithuania,LT,C,LT023,Klaipedos apskritis,1,317252,4677,5222,72.70622194,18.34438117,7.830426294,,13,,2,16.46867846,135.844159,315076.8876,315.0768876,1,0,0
Luxembourg,LU,C,LU000,Luxembourg,0,602005,2586,2595,197.9273009,15.74585806,42.3,,4.9,NUTS 2 level,2,102.3001154,0,94592.3209,94.5923209,0,109442.5287,109.4425287
Latvia,LV,C,LV005,Latgale,1,264857,14060,14547,21.69174964,18.66432104,13.70875434,,16.2,NUTS 2 level,2,47.5558005,45.8302163,198746.1292,198.7461292,0,55994.91239,55.99491239
Latvia,LV,C,LV008,Vidzeme,1,188494,15039,15252,14.09634949,18.57410626,6.599813543,,16.2,NUTS 2 level,3,41.19657895,43.83281963,212325.4756,212.3254756,0,0,0
Latvia,LV,C,LV009,Zemgale,1,232759,10612,10740,24.03986054,19.52451709,12.25806705,,16.2,NUTS 2 level,3,23.54786986,16.36146648,251392.8907,251.3928907,0,0,0
Latvia,LV,C,LV003,Kurzeme,1,243032,13387,13603,20.25420184,13.88793373,12.22227151,,16.2,NUTS 2 level,2,19.5253351,56.31753307,224472.8926,224.4728926,1,0,0
Latvia,LV,C,LV007,Pieriga,0,367266,9934,10140,37.44231931,19.41433377,11.86061476,,16.2,NUTS 2 level,2,17.90180162,0,215007.8649,215.0078649,1,0,0
Latvia,LV,C,LV006,Riga,1,637971,258,304,2555.883721,16.69166989,20.97018098,,16.2,NUTS 2 level,1,3.016286645,0,306051.4216,306.0514216,1,0,0
Montenegro,ME,SE,ME000,Crna Gora,0,622359,13611,13882,45.54037176,17.78245548,,,19.7,NUTS 2 level,2,142.4648252,48.91508443,115338.686,115.338686,1,0,0
North Macedonia,MK,SE,MK006,Poloski,0,321525,2416,2432,130.5517384,15.04111955,82.11838892,,31.4,NUTS 2 level,1,158.7224272,0,153541.6927,153.5416927,0,17935.43338,17.93543338
North Macedonia,MK,SE,MK003,Jugozapaden,1,219654,3331,3605,66.58991294,12.15611707,49.77655312,,31.4,NUTS 2 level,2,154.334626,0,123961.4172,123.9614172,0,0,0
North Macedonia,MK,SE,MK005,Pelagoniski,1,228970,4720,4909,49.56610169,10.46521588,17.72310491,,31.4,NUTS 2 level,2,145.8384537,11.12735136,55962.33139,55.96233139,1,0,0
North Macedonia,MK,SE,MK002,Istocen,1,175615,3533,3537,50.86187376,12.81277728,11.28994375,,31.4,NUTS 2 level,1,138.6270804,17.23144025,61448.34973,61.44834973,0,0,0
North Macedonia,MK,SE,MK007,Severoistocen,0,176219,2308,2309,75.91464471,8.447337301,42.87792884,,31.4,NUTS 2 level,1,135.7466377,0,68486.76012,68.48676012,0,0,0
North Macedonia,MK,SE,MK008,Skopski,0,627498,1811,1813,333.6819437,11.00672903,40.27638672,,31.4,NUTS 2 level,1,128.1583012,0,127808.8016,127.8088016,0,0,0
North Macedonia,MK,SE,MK001,Vardarski,0,152247,4044,4063,38.05143422,12.06176423,14.76281896,,31.4,NUTS 2 level,2,116.6741159,0,45393.33055,45.39333055,1,0,0
North Macedonia,MK,SE,MK004,Jugoistocen,1,173380,2732,2766,63.33235725,12.82896018,14.55958825,,31.4,NUTS 2 level,2,109.6735283,49.60011954,28918.8665,28.9188665,1,0,0
Moldova,ML,E,,Ocnita,1,52200,#N/A,#N/A,,14.86078077,3.69,"National Level, 2014 census",5.2,NUTS 2 level,3,80.31155015,150.9845562,281699.6484,281.6996484,0,78469.90675,78.46990675
Moldova,ML,E,,Briceni,1,73200,#N/A,#N/A,,16.53614739,3.69,"National Level, 2014 census",5.2,NUTS 2 level,3,76.54761905,163.244028,314576.1526,314.5761526,0,115587.0195,115.5870195
Moldova,ML,E,,Donduseni,1,41000,#N/A,#N/A,,18.24563355,3.69,"National Level, 2014 census",5.2,NUTS 2 level,3,75.85578069,127.078175,282143.79,282.14379,0,63656.93618,63.65693618
Moldova,ML,E,,Edinet,1,78700,#N/A,#N/A,,16.02855053,3.69,"National Level, 2014 census",5.2,NUTS 2 level,3,72.41980624,135.2971417,313945.8581,313.9458581,0,94848.14299,94.84814299
Moldova,ML,E,,Soldanesti,1,38200,#N/A,#N/A,,11.65500625,3.69,"National Level, 2014 census",5.7,NUTS 2 level,3,71.60784314,63.61397792,280261.2877,280.2612877,0,5839.685206,5.839685206
Moldova,ML,E,,Nisporeni,1,58900,#N/A,#N/A,,8.381518063,3.69,"National Level, 2014 census",5.7,NUTS 2 level,3,65.69512195,11.57495903,307194.4843,307.1944843,0,65106.87639,65.10687639
Moldova,ML,E,,Soroca,1,93300,#N/A,#N/A,,12.51752194,3.69,"National Level, 2014 census",5.2,NUTS 2 level,3,62.0753828,95.78942964,272684.822,272.684822,0,21698.46523,21.69846523
Moldova,ML,E,,Rezina,1,47100,#N/A,#N/A,,9.447595443,3.69,"National Level, 2014 census",5.7,NUTS 2 level,3,61.4748924,42.1806128,284984.4772,284.9844772,0,6165.373373,6.165373373
Moldova,ML,E,,Drochia,1,80900,#N/A,#N/A,,16.42384327,3.69,"National Level, 2014 census",5.2,NUTS 2 level,3,59.16269841,97.06816782,294075.1332,294.0751332,0,53994.68731,53.99468731
Moldova,ML,E,,Straseni,1,88200,#N/A,#N/A,,8.127422944,3.69,"National Level, 2014 census",5.7,NUTS 2 level,3,59.14884393,0,331698.0471,331.6980471,0,37657.06592,37.65706592
Moldova,ML,E,,Hincesti,1,113400,#N/A,#N/A,,8.747363151,3.69,"National Level, 2014 census",5.7,NUTS 2 level,3,57.27056962,8.935675003,286538.0624,286.5380624,0,34310.06541,34.31006541
Moldova,ML,E,,Cimislia,1,55800,#N/A,#N/A,,9.108640531,3.69,"National Level, 2014 census",6.2,NUTS 2 level,3,55.88916563,16.34687559,291824.7576,291.8247576,0,5561.816934,5.561816934
Moldova,ML,E,,Floresti,1,81600,#N/A,#N/A,,12.85191559,3.69,"National Level, 2014 census",5.2,NUTS 2 level,3,55.79329102,64.04234136,275383.7753,275.3837753,0,7718.207082,7.718207082
Moldova,ML,E,,Riscani,1,63000,#N/A,#N/A,,15.60440821,3.69,"National Level, 2014 census",5.2,NUTS 2 level,3,55.60727612,96.05096874,368964.9624,368.9649624,0,69344.22737,69.34422737
Moldova,ML,E,,Singerei,1,83600,#N/A,#N/A,,10.39240798,3.69,"National Level, 2014 census",5.2,NUTS 2 level,3,53.82370821,55.65522997,316468.381,316.468381,0,48877.15516,48.87715516
Moldova,ML,E,,Mun. Balti,1,146600,#N/A,#N/A,,9.642086759,3.69,"National Level, 2014 census",5.2,NUTS 2 level,1,51,82.96895846,327559.8765,327.5598765,0,65165.79628,65.16579628
Moldova,ML,E,,Glodeni,1,55200,#N/A,#N/A,,13.02824611,3.69,"National Level, 2014 census",5.2,NUTS 2 level,3,50.82625,94.50400699,352787.5062,352.7875062,0,78690.05467,78.69005467
Moldova,ML,E,,Ungheni,1,106200,#N/A,#N/A,,9.239162866,3.69,"National Level, 2014 census",5.7,NUTS 2 level,3,50.46372819,43.90451583,313329.301,313.329301,0,68574.00021,68.57400021
Moldova,ML,E,,Orhei,1,110500,#N/A,#N/A,,8.78113338,3.69,"National Level, 2014 census",5.7,NUTS 2 level,3,50.13253012,5.351647354,315489.5143,315.4895143,0,3697.248942,3.697248942
Moldova,ML,E,,Falesti,1,85100,#N/A,#N/A,,11.90897147,3.69,"National Level, 2014 census",5.2,NUTS 2 level,3,48.24737762,65.6064303,334449.4417,334.4494417,0,73098.32794,73.09832794
Moldova,ML,E,,Ialoveni,0,99400,#N/A,#N/A,,6.720647773,3.69,"National Level, 2014 census",5.7,NUTS 2 level,3,46.8372093,0,321759.0331,321.7590331,0,17121.73845,17.12173845
Moldova,ML,E,,Cantemir,1,57600,#N/A,#N/A,,8.051666055,3.69,"National Level, 2014 census",6.2,NUTS 2 level,3,44.76348155,56.196251,234205.5616,234.2055616,0,24135.72709,24.13572709
Moldova,ML,E,,Telenesti,1,65700,#N/A,#N/A,,8.959346299,3.69,"National Level, 2014 census",5.7,NUTS 2 level,3,43.92923434,34.64829854,312100.6041,312.1006041,0,30223.07039,30.22307039
Moldova,ML,E,,Basarabeasca,1,27000,#N/A,#N/A,,8.866089228,3.69,"National Level, 2014 census",6.2,NUTS 2 level,3,40.83386581,32.23910945,286288.4846,286.2884846,0,0,0
Moldova,ML,E,,Leova,1,49800,#N/A,#N/A,,8.587621095,3.69,"National Level, 2014 census",6.2,NUTS 2 level,3,40.43319838,30.02547186,264544.362,264.544362,0,26868.79985,26.86879985
Moldova,ML,E,,Taraclia,1,38900,#N/A,#N/A,,11.04467471,3.69,"National Level, 2014 census",6.2,NUTS 2 level,3,40.18926975,67.29467197,231930.926,231.930926,0,0,0
Moldova,ML,E,,Criuleni,0,73200,#N/A,#N/A,,7.396960901,3.69,"National Level, 2014 census",5.7,NUTS 2 level,3,38.20310078,0,343878.743,343.878743,0,14826.53792,14.82653792
Moldova,ML,E,,Causeni,1,86000,#N/A,#N/A,,9.161667553,3.69,"National Level, 2014 census",6.2,NUTS 2 level,3,37.28322259,11.4641184,315469.1722,315.4691722,0,0,0
Moldova,ML,E,,Cahul,1,115900,#N/A,#N/A,,9.113924051,3.69,"National Level, 2014 census",6.2,NUTS 2 level,3,37.03549488,94.1014721,192845.99,192.84599,0,0,0
Moldova,ML,E,,Mun. Chisinau,0,750500,#N/A,#N/A,,8.029668867,3.69,"National Level, 2014 census",9.3,NUTS 2 level,1,36.99659864,0,361623.2732,361.6232732,0,28117.14248,28.11714248
Moldova,ML,E,,Gagauzia,1,150200,#N/A,#N/A,,9.03461732,3.69,"National Level, 2014 census",6.2,NUTS 2 level,3,33.48795812,49.29398217,201874.5919,201.8745919,0,0,0
Moldova,ML,E,,Stefan Voda,1,65400,#N/A,#N/A,,9.376568688,3.69,"National Level, 2014 census",6.2,NUTS 2 level,3,32.8081448,40.66351317,248925.9693,248.9259693,0,0,0
Moldova,ML,E,,Dubasari,1,35200,#N/A,#N/A,,8.5637126,3.69,"National Level, 2014 census",5.7,NUTS 2 level,3,29.72058824,0,324209.534,324.209534,0,3719.816075,3.719816075
Moldova,ML,E,,Anenii Noi,1,81200,#N/A,#N/A,,8.194207222,3.69,"National Level, 2014 census",5.7,NUTS 2 level,3,28.03754693,0,355032.2953,355.0322953,0,5897.463411,5.897463411
Moldova,ML,E,,Calarasi,1,71500,,,,10.10303522,3.69,"National Level, 2014 census",5.7,NUTS 2 level,3,8.08138392,3.32100615,3321.00615,3.32100615,0,0,0
Malta,MT,S,MT001,Malta,0,442978,313,316,1225.830671,15.70017519,,,6.4,NUTS 2 level,1,25.90983607,0,117291.9835,117.2919835,1,0,0
Malta,MT,S,MT002,Gozo and Comino / Ghawdex u Kemmuna,0,32723,#N/A,#N/A,,17.9146435,,,6.4,NUTS 2 level,1,21.91044776,1.79773888,109344.8343,109.3448343,1,0,0
Netherlands,NL,W,NL423,Zuid-Limburg,1,599025,651,660,932.8924731,20.89541029,10.41809522,National Scale-up,4.8,NUTS 2 level,1,38.43072289,63.50803749,50474.17533,50.47417533,0,73345.94728,73.34594728
Netherlands,NL,W,NL325,Zaanstreek,0,170860,122,128,1333.942623,16.63672786,10.41809522,National Scale-up,5,NUTS 2 level,1,34.19047619,0,0,0,0,0,0
Netherlands,NL,W,NL338,Oost-Zuid-Holland,0,327821,495,521,593.5737374,19.06355177,10.41809522,National Scale-up,5.6,NUTS 2 level,1,30.55384615,0,0,0,0,0,0
Netherlands,NL,W,NL329,Groot-Amsterdam,0,1357675,730,875,1735.791781,9.812305628,10.41809522,National Scale-up,5,NUTS 2 level,1,28.34057143,0,0,0,0,0,0
Netherlands,NL,W,NL328,Alkmaar en omgeving,0,245196,300,302,772.4166667,14.31339251,10.41809522,National Scale-up,5,NUTS 2 level,1,24.57284768,0,0,0,1,0,0
Netherlands,NL,W,NL333,Delft en Westland,1,229083,154,155,1400.12987,15.26578279,10.41809522,National Scale-up,5.6,NUTS 2 level,1,21.57324841,24.34815051,0,0,0,0,0
Netherlands,NL,W,NL230,Flevoland,0,411670,1435,2413,273.1477352,19.6438384,10.41809522,National Scale-up,5.4,NUTS 2 level,1,20.29145937,0,0,0,0,0,0
Netherlands,NL,W,NL337,Agglomeratie Leiden en Bollenstreek,0,424657,285,298,1428.901754,17.4958158,10.41809522,National Scale-up,5.6,NUTS 2 level,1,19.93174061,0,0,0,1,0,0
Netherlands,NL,W,NL332,Agglomeratie 's-Gravenhage,0,864129,259,263,3130.69112,15.1322203,10.41809522,National Scale-up,5.6,NUTS 2 level,1,16.60687023,10.67913684,0,0,1,0,0
Netherlands,NL,W,NL321,Kop van Noord-Holland,0,374461,1103,1515,336.3907525,17.39836725,10.41809522,National Scale-up,5,NUTS 2 level,1,15.79576999,0,0,0,1,0,0
Netherlands,NL,W,NL33A,Zuidoost-Zuid-Holland,1,404109,477,513,830.2054507,16.43773135,10.41809522,National Scale-up,5.6,NUTS 2 level,1,13.97674419,30.42670324,0,0,0,0,0
Netherlands,NL,W,NL33C,Groot-Rijnmond,0,1431245,1214,1497,1157.158979,,10.41809522,National Scale-up,5.6,NUTS 2 level,1,12.3322237,16.57748457,0,0,1,0,0
Netherlands,NL,W,NL327,Het Gooi en Vechtstreek,0,252974,201,273,1216.318408,18.43790903,10.41809522,National Scale-up,5,NUTS 2 level,1,11.8540146,0,0,0,0,18140.62448,18.14062448
Netherlands,NL,W,NL122,Zuidwest-Friesland,0,141336,828,1385,128.3707729,18.00440329,10.41809522,National Scale-up,5.1,NUTS 2 level,2,11.39913232,29.09621491,29096.21491,29.09621491,1,0,0
Netherlands,NL,W,NL422,Midden-Limburg,0,236687,668,695,352.1122754,15.41724724,10.41809522,National Scale-up,4.8,NUTS 2 level,2,10.53835022,94.94626701,43264.39989,43.26439989,0,55284.72699,55.28472699
Netherlands,NL,W,NL324,Agglomeratie Haarlem,0,232834,134,137,1649.776119,18.16479681,10.41809522,National Scale-up,5,NUTS 2 level,1,9.323529412,0,0,0,1,0,0
Netherlands,NL,W,NL310,Utrecht,0,1295484,1405,1449,874.5864769,16.26746746,10.41809522,National Scale-up,4.2,NUTS 2 level,1,9.223766505,0,0,0,0,4857.829746,4.857829746
Netherlands,NL,W,NL414,Zuidoost-Noord-Brabant,0,766818,1453,1458,508.503097,16.43773135,10.41809522,National Scale-up,4.6,NUTS 2 level,1,8.386049724,81.38505295,22444.19367,22.44419367,0,22382.75538,22.38275538
Netherlands,NL,W,NL421,Noord-Limburg,0,281486,838,854,334.25179,16.661371,10.41809522,National Scale-up,4.8,NUTS 2 level,2,8.27251462,82.58494195,25824.30677,25.82430677,0,73447.19685,73.44719685
Netherlands,NL,W,NL112,Delfzijl en omgeving,1,46396,271,273,181.3099631,14.49216214,10.41809522,National Scale-up,6.8,NUTS 2 level,2,8.087912088,132.5251008,113408.2824,113.4082824,1,0,0
Netherlands,NL,W,NL323,IJmond,0,197182,163,173,1185.852761,18.43790903,10.41809522,National Scale-up,5,NUTS 2 level,1,7.714285714,1.12723899,1127.23899,1.12723899,1,0,0
Netherlands,NL,W,NL221,Veluwe,0,683240,1834,1861,357.8909487,13.65224765,10.41809522,National Scale-up,4.7,NUTS 2 level,1,7.537345513,23.8615305,0,0,0,31998.60137,31.99860137
Netherlands,NL,W,NL213,Twente,0,627848,1502,1504,416.3628495,18.27431102,10.41809522,National Scale-up,4.9,NUTS 2 level,1,7.03856383,78.5616427,56731.39507,56.73139507,0,41560.6332,41.5606332
Netherlands,NL,W,NL113,Overig Groningen,0,401778,1248,1281,303.181891,14.21462004,10.41809522,National Scale-up,6.8,NUTS 2 level,2,6.88923802,96.75817576,109077.8538,109.0778538,1,0,0
Netherlands,NL,W,NL123,Zuidoost-Friesland,1,187013,999,1006,208.3153153,18.12608383,10.41809522,National Scale-up,5.1,NUTS 2 level,2,6.77689243,57.78683995,66773.58986,66.77358986,0,0,0
Netherlands,NL,W,NL225,Achterhoek,0,400416,1554,1561,258.4517375,15.70017519,10.41809522,National Scale-up,4.7,NUTS 2 level,2,6.198458574,67.39265094,28086.50892,28.08650892,0,68676.72724,68.67672724
Netherlands,NL,W,NL226,Arnhem/Nijmegen,0,735203,909,959,782.6270627,15.26578279,10.41809522,National Scale-up,4.7,NUTS 2 level,1,6.192670157,57.16875479,1884.82055,1.88482055,0,58832.28007,58.83228007
Netherlands,NL,W,NL132,Zuidoost-Drenthe,0,167842,921,924,185.9576547,19.57853693,10.41809522,National Scale-up,5.3,NUTS 2 level,2,4.88961039,100.4508347,95473.55517,95.47355517,0,0,0
Netherlands,NL,W,NL413,Noordoost-Noord-Brabant,0,654822,1364,1388,468.9296188,16.661371,10.41809522,National Scale-up,4.6,NUTS 2 level,2,3.692418773,58.52904677,12692.62415,12.69262415,0,31099.52796,31.09952796
Netherlands,NL,W,NL131,Noord-Drenthe,0,192102,1055,1061,179.892891,15.53485113,10.41809522,National Scale-up,5.3,NUTS 2 level,2,3.673892554,94.22754047,93890.89005,93.89089005,0,0,0
Netherlands,NL,W,NL412,Midden-Noord-Brabant,0,475223,909,933,505.4818482,18.18112248,10.41809522,National Scale-up,4.6,NUTS 2 level,1,3.557713053,44.11266646,3432.419536,3.432419536,0,3421.916166,3.421916166
Netherlands,NL,W,NL211,Noord-Overijssel,0,368819,1440,1492,247.3340278,15.63397017,10.41809522,National Scale-up,4.9,NUTS 2 level,2,3.051816958,44.27001112,43272.82724,43.27282724,0,0,0
Netherlands,NL,W,NL133,Zuidwest-Drenthe,0,132156,695,695,187.5640288,15.82291267,10.41809522,National Scale-up,5.3,NUTS 2 level,2,2.632183908,72.59344419,70399.48706,70.39948706,0,13783.14187,13.78314187
Netherlands,NL,W,NL111,Oost-Groningen,1,134770,841,851,180.1783591,14.57402691,10.41809522,National Scale-up,6.8,NUTS 2 level,2,2.610849057,130.2585012,111998.4354,111.9984354,1,0,0
Netherlands,NL,W,NL121,Noord-Friesland,1,318919,1570,1606,212.0280255,18.29419296,10.41809522,National Scale-up,5.1,NUTS 2 level,2,2.540136901,63.74907508,63749.07508,63.74907508,1,0,0
Netherlands,NL,W,NL212,Zuidwest-Overijssel,0,154834,420,425,364.1119048,14.1096758,10.41809522,National Scale-up,4.9,NUTS 2 level,2,2.350588235,61.08158031,42537.16929,42.53716929,0,44467.93729,44.46793729
Netherlands,NL,W,NL411,West-Noord-Brabant,0,631423,1235,1303,498.9935223,16.08706648,10.41809522,National Scale-up,4.6,NUTS 2 level,1,1.905747126,49.08115539,0,0,0,0,0
Netherlands,NL,W,NL224,Zuidwest-Gelderland,0,241244,703,756,334.6472262,14.1096758,10.41809522,National Scale-up,4.7,NUTS 2 level,2,1.744063325,36.73118706,0,0,0,23995.07764,23.99507764
Netherlands,NL,W,NL341,Zeeuwsch-Vlaanderen,1,105438,741,749,143.7530364,15.60332061,10.41809522,National Scale-up,3.2,NUTS 2 level,3,0.994680851,42.66112161,398.0968876,0.398096888,1,0,0
Netherlands,NL,W,NL342,Overig Zeeland,0,276866,1062,1186,258.9538606,14.21462004,10.41809522,National Scale-up,3.2,NUTS 2 level,2,0.794067797,52.15747881,0,0,1,0,0
Norway,NO,N,NO022,Oppland,0,189870,24078,#N/A,7.728507351,17.43720499,6.865068489,,3.6,NUTS 2 level,3,147.1631457,0,117391.5495,117.3915495,0,0,0
Norway,NO,N,NO032,Buskerud,0,281769,14044,#N/A,18.5922814,15.87147179,12.25996706,,3.6,NUTS 2 level,2,129.155611,0,59687.21357,59.68721357,1,0,0
Norway,NO,N,NO052,Sogn og Fjordane,0,110230,17900,#N/A,6.019106145,17.2114867,7.418648252,,2.9,NUTS 2 level,3,125.3344638,159.4726585,267810.5353,267.8105353,1,0,0
Norway,NO,N,NO021,Hedmark,0,196966,26320,#N/A,7.280471125,18.9821628,7.002327499,,3.6,NUTS 2 level,3,125.0631556,42.14659114,66336.83129,66.33683129,0,0,0
Norway,NO,N,NO034,Telemark,0,173391,14163,#N/A,11.94556238,17.4188019,8.987203357,,3.6,NUTS 2 level,2,121.350036,68.49144746,66741.71887,66.74171887,1,0,0
Norway,NO,N,NO051,Hordaland,0,522539,14806,#N/A,32.70565987,14.48744424,9.882909301,,2.9,NUTS 2 level,2,114.8996972,159.7215577,235275.1593,235.2751593,1,0,0
Norway,NO,N,NO060,Trøndelag,0,458742,39159,41183,10.8839858,15.41015378,7.503883099,,3.7,NUTS 2 level,3,110.1305382,343.4494654,339589.7445,339.5897445,1,0,0
Norway,NO,N,NO041,Aust-Agder,0,117222,8577,#N/A,12.83059345,15.37510904,9.691225647,,2.9,NUTS 2 level,3,106.9066334,137.3393632,93353.65059,93.35365059,1,0,0
Norway,NO,N,NO072,Troms - Romsa,0,166499,25175,#N/A,6.258351539,15.08879495,7.287025401,,3.7,NUTS 2 level,3,104.9146346,904.784069,904784.069,904.784069,1,0,0
Norway,NO,N,NO053,Møre og Romsdal,0,266856,14666,15078,17.31242329,16.64487365,8.034926586,,2.9,NUTS 2 level,3,103.8500364,262.1415917,379754.9505,379.7549505,1,0,0
Norway,NO,N,NO071,Nordland,0,243335,36395,38315,6.519576865,17.43720499,6.077629804,,3.7,NUTS 2 level,3,99.22408192,544.129369,633524.3553,633.5243553,1,0,0
Norway,NO,N,NO042,Vest-Agder,0,186532,6906,#N/A,24.96495801,15.41015378,11.45770498,,2.9,NUTS 2 level,2,96.28177393,209.3777204,168041.8985,168.0418985,1,0,0
Norway,NO,N,NO043,Rogaland,0,473526,8832,9377,49.37579257,12.57478439,12.39271063,,2.9,NUTS 2 level,2,93.40925846,189.2440616,232403.2796,232.4032796,1,0,0
Norway,NO,N,NO073,Finnmark - Finnmárku,0,76167,47010,#N/A,1.561731546,14.687334,0,,3.7,NUTS 2 level,3,91.44131079,860.0761569,860076.1569,860.0761569,1,0,0
Norway,NO,N,NO011,Oslo,0,673469,432,454,1387.106481,11.88358393,23.78485723,,3.6,NUTS 2 level,1,78.04415011,0,81922.62948,81.92262948,1,0,0
Norway,NO,N,NO012,Akershus,0,614026,4634,#N/A,117.7498921,15.30011051,13.38158133,,3.6,NUTS 2 level,1,73.98533903,0,43784.03131,43.78403131,1,0,0
Norway,NO,N,NO031,Østfold,0,295420,3917,#N/A,70.16262446,16.59735033,11.28382582,,3.6,NUTS 2 level,2,43.03689598,12.858661,0,0,1,0,0
Norway,NO,N,NO033,Vestfold,0,249058,2144,#N/A,109.0041978,16.3492437,10.21287521,,3.6,NUTS 2 level,2,39.07481186,27.65145136,30486.16203,30.48616203,1,0,0
Norway,NO,N,,Svalbard,0,0,59841,60299,0,,0,,0,NUTS 2 level,3,,#N/A,,,1,,0
Poland,PL,C,PL219,NOWOTARSKI,0,343909,2618,2632,129.9698243,12.9,0.940588169,NUTS 2 Scale-up,9.4,NUTS 2 level,3,137.616,183.5691811,183569.1811,183.5691811,0,368273.8724,368.2738724
Poland,PL,C,PL225,BIELSKI,0,667624,2308,2353,287.0199307,14,1.216700911,NUTS 2 Scale-up,9.2,NUTS 2 level,2,121.5643859,145.1178532,198199.41,198.19941,0,357504.2003,357.5042003
Poland,PL,C,PL218,NOWOSĄDECKI,0,540699,3498,#N/A,151.4156661,12,0.940588169,NUTS 2 Scale-up,9.4,NUTS 2 level,3,121.1031454,227.345492,227345.492,227.345492,0,367936.9592,367.9369592
Poland,PL,C,PL821,KROŚNIEŃSKI,1,481799,5494,#N/A,88.64816163,13.4,1.352224505,NUTS 2 Scale-up,12.5,NUTS 2 level,3,116.5368764,248.4265226,248426.5226,248.4265226,0,370636.9213,370.6369213
Poland,PL,C,PL517,WAŁBRZYSKI,1,652415,4169,#N/A,163.6682658,14.6,4.91136941,NUTS 2 Scale-up,10.6,NUTS 2 level,2,107.9259348,112.9467217,112946.7217,112.9467217,0,221088.4687,221.0884687
Poland,PL,C,PL21A,OŚWIĘCIMSKI,1,551287,1992,#N/A,279.1024096,14.3,0.940588169,NUTS 2 Scale-up,9.4,NUTS 2 level,2,102.245942,201.8685843,201868.5843,201.8685843,0,299681.6976,299.6816976
